origin_city;destination_city
Prague,PRG;Charleroi,CRL
Pisa,PSA;Charleroi,CRL
Pescara,PSR;Charleroi,CRL
Marrakech,RAK;Charleroi,CRL
Rabat,RBA;Charleroi,CRL
Riga,RIX;Charleroi,CRL
Santander,SDR;Charleroi,CRL
Thessaloniki,SKG;Charleroi,CRL
Sofia,SOF;Charleroi,CRL
Lamezia,SUF;Charleroi,CRL
Sevilla,SVQ;Charleroi,CRL
Tenerife,TFS;Charleroi,CRL
Podgorica,TGD;Charleroi,CRL
Toulouse,TLS;Charleroi,CRL
Tanger,TNG;Charleroi,CRL
Trapani,TPS;Charleroi,CRL
Torino,TRN;Charleroi,CRL
Treviso,TSF;Charleroi,CRL
Timisoara,TSR;Charleroi,CRL
Varna,VAR;Charleroi,CRL
Ovda,VDA;Charleroi,CRL
Valencia,VLC;Charleroi,CRL
Vilnius,VNO;Charleroi,CRL
Warsaw,WMI;Charleroi,CRL
Wroclaw,WRO;Charleroi,CRL
Zaragoza,ZAZ;Charleroi,CRL
Bergamo,BGY;Catania,CTA
Bologna,BLQ;Catania,CTA
Cagliari,CAG;Catania,CTA
Eindhoven,EIN;Catania,CTA
Rome,FCO;Catania,CTA
Frankfurt,FRA;Catania,CTA
Madrid,MAD;Catania,CTA
Malta,MLA;Catania,CTA
Milano,MXP;Catania,CTA
Perugia,PEG;Catania,CTA
Pisa,PSA;Catania,CTA
Berlin,SXF;Catania,CTA
Torino,TRN;Catania,CTA
Ronchi De Legionari,TRS;Catania,CTA
Treviso,TSF;Catania,CTA
Cagliari,CAG;Cuneo,CUF
Tenerife,TFS;Cardiff,CWL
Fes,FEZ;Dole,DLE
Porto,OPO;Dole,DLE
Marrakech,RAK;Dole,DLE
London,STN;Dinard,DNR
Malaga,AGP;Dortmund,DTM
Krakow,KRK;Dortmund,DTM
Porto,OPO;Dortmund,DTM
Palma de Mallorca,PMI;Dortmund,DTM
Thessaloniki,SKG;Dortmund,DTM
London,STN;Dortmund,DTM
Arrecife,ACE;Dublin,DUB
Malaga,AGP;Dublin,DUB
Alicante,ALC;Dublin,DUB
Amsterdam,AMS;Dublin,DUB
Barcelona,BCN;Dublin,DUB
Bergamo,BGY;Dublin,DUB
Birmingham,BHX;Dublin,DUB
Bologna,BLQ;Dublin,DUB
Bristol,BRS;Dublin,DUB
Brussels,BRU;Dublin,DUB
Mulhouse,BSL;Dublin,DUB
Bratislava,BTS;Dublin,DUB
Budapest,BUD;Dublin,DUB
Beauvais,BVA;Dublin,DUB
Bydgoszcz,BZG;Dublin,DUB
Carcassonne,CCF;Dublin,DUB
Cologne,CGN;Dublin,DUB
Rome,CIA;Dublin,DUB
Copenhagen,CPH;Dublin,DUB
Charleroi,CRL;Dublin,DUB
Edinburgh,EDI;Dublin,DUB
Eindhoven,EIN;Dublin,DUB
East Midlands,EMA;Dublin,DUB
Faro,FAO;Dublin,DUB
Memmingen,FMM;Dublin,DUB
Fuerteventura,FUE;Dublin,DUB
Gdansk,GDN;Dublin,DUB
Glasgow,GLA;Dublin,DUB
Grenoble,GNB;Dublin,DUB
Hamburg,HAM;Dublin,DUB
Hahn,HHN;Dublin,DUB
Krakow,KRK;Dublin,DUB
Katowice,KTW;Dublin,DUB
Kaunas,KUN;Dublin,DUB
Leeds,LBA;Dublin,DUB
Lodz,LCJ;Dublin,DUB
London,LGW;Dublin,DUB
Lisbon,LIS;Dublin,DUB
Gran Canaria,LPA;Dublin,DUB
Liverpool,LPL;Dublin,DUB
London,LTN;Dublin,DUB
Madrid,MAD;Dublin,DUB
Manchester,MAN;Dublin,DUB
Murcia,MJV;Dublin,DUB
Malta,MLA;Dublin,DUB
Munich,MUC;Dublin,DUB
Naples,NAP;Dublin,DUB
Nice,NCE;Dublin,DUB
Newcastle,NCL;Dublin,DUB
Nantes,NTE;Dublin,DUB
Porto,OPO;Dublin,DUB
Bucharest,OTP;Dublin,DUB
Poznan,POZ;Dublin,DUB
Prague,PRG;Dublin,DUB
Riga,RIX;Dublin,DUB
Rzeszow,RZE;Dublin,DUB
Sofia,SOF;Dublin,DUB
London,STN;Dublin,DUB
Stuttgart,STR;Dublin,DUB
Sevilla,SVQ;Dublin,DUB
Berlin,SXF;Dublin,DUB
Salzburg,SZG;Dublin,DUB
Szczecin,SZZ;Dublin,DUB
Tenerife,TFS;Dublin,DUB
Torino,TRN;Dublin,DUB
Treviso,TSF;Dublin,DUB
Valencia,VLC;Dublin,DUB
Vilnius,VNO;Dublin,DUB
Warsaw,WMI;Dublin,DUB
Wroclaw,WRO;Dublin,DUB
Arrecife,ACE;Edinburgh,EDI
Malaga,AGP;Edinburgh,EDI
Alicante,ALC;Edinburgh,EDI
Barcelona,BCN;Edinburgh,EDI
Bergamo,BGY;Edinburgh,EDI
Bologna,BLQ;Edinburgh,EDI
Bratislava,BTS;Edinburgh,EDI
Budapest,BUD;Edinburgh,EDI
Carcassonne,CCF;Edinburgh,EDI
Rome,CIA;Edinburgh,EDI
Copenhagen,CPH;Edinburgh,EDI
Charleroi,CRL;Edinburgh,EDI
Dublin,DUB;Edinburgh,EDI
Eindhoven,EIN;Edinburgh,EDI
Faro,FAO;Edinburgh,EDI
Karlsruhe/Baden-Baden,FKB;Edinburgh,EDI
Fuerteventura,FUE;Edinburgh,EDI
Gdansk,GDN;Edinburgh,EDI
Krakow,KRK;Edinburgh,EDI
Katowice,KTW;Edinburgh,EDI
Gran Canaria,LPA;Edinburgh,EDI
Malta,MLA;Edinburgh,EDI
Marseille,MRS;Edinburgh,EDI
Weeze,NRN;Edinburgh,EDI
Nantes,NTE;Edinburgh,EDI
Porto,OPO;Edinburgh,EDI
Poznan,POZ;Edinburgh,EDI
Prague,PRG;Edinburgh,EDI
Santander,SDR;Edinburgh,EDI
Tenerife,TFS;Edinburgh,EDI
Toulouse,TLS;Edinburgh,EDI
Treviso,TSF;Edinburgh,EDI
Valencia,VLC;Edinburgh,EDI
Warsaw,WMI;Edinburgh,EDI
Wroclaw,WRO;Edinburgh,EDI
London,STN;Bergerac,EGC
Arrecife,ACE;Eindhoven,EIN
Malaga,AGP;Eindhoven,EIN
Alicante,ALC;Eindhoven,EIN
Brindisi,BDS;Eindhoven,EIN
Bergamo,BGY;Eindhoven,EIN
Bologna,BLQ;Eindhoven,EIN
Rome,CIA;Eindhoven,EIN
Catania,CTA;Eindhoven,EIN
Dublin,DUB;Eindhoven,EIN
Edinburgh,EDI;Eindhoven,EIN
Faro,FAO;Eindhoven,EIN
Fes,FEZ;Eindhoven,EIN
Gerona,GRO;Eindhoven,EIN
Krakow,KRK;Eindhoven,EIN
Lisbon,LIS;Eindhoven,EIN
Gran Canaria,LPA;Eindhoven,EIN
Madrid,MAD;Eindhoven,EIN
Manchester,MAN;Eindhoven,EIN
Murcia,MJV;Eindhoven,EIN
Malta,MLA;Eindhoven,EIN
Marseille,MRS;Eindhoven,EIN
Naples,NAP;Eindhoven,EIN
Porto,OPO;Eindhoven,EIN
Palma de Mallorca,PMI;Eindhoven,EIN
Prague,PRG;Eindhoven,EIN
Pisa,PSA;Eindhoven,EIN
Marrakech,RAK;Eindhoven,EIN
Reus,REU;Eindhoven,EIN
Thessaloniki,SKG;Eindhoven,EIN
Sofia,SOF;Eindhoven,EIN
London,STN;Eindhoven,EIN
Sevilla,SVQ;Eindhoven,EIN
Tenerife,TFS;Eindhoven,EIN
Treviso,TSF;Eindhoven,EIN
Valencia,VLC;Eindhoven,EIN
Warsaw,WMI;Eindhoven,EIN
Arrecife,ACE;East Midlands,EMA
Malaga,AGP;East Midlands,EMA
Alicante,ALC;East Midlands,EMA
Bergamo,BGY;East Midlands,EMA
Budapest,BUD;East Midlands,EMA
Dublin,DUB;East Midlands,EMA
Faro,FAO;East Midlands,EMA
Fuerteventura,FUE;East Midlands,EMA
Krakow,KRK;East Midlands,EMA
Lodz,LCJ;East Midlands,EMA
Limoges,LIG;East Midlands,EMA
Gran Canaria,LPA;East Midlands,EMA
Murcia,MJV;East Midlands,EMA
Malta,MLA;East Midlands,EMA
Connaught,NOC;East Midlands,EMA
Riga,RIX;East Midlands,EMA
Rzeszow,RZE;East Midlands,EMA
Sevilla,SVQ;East Midlands,EMA
Berlin,SXF;East Midlands,EMA
Tenerife,TFS;East Midlands,EMA
Treviso,TSF;East Midlands,EMA
Warsaw,WMI;East Midlands,EMA
Wroclaw,WRO;East Midlands,EMA
Birmingham,BHX;Faro,FAO
Bournemouth,BOH;Faro,FAO
Bristol,BRS;Faro,FAO
Beauvais,BVA;Faro,FAO
Charleroi,CRL;Faro,FAO
Dublin,DUB;Faro,FAO
Edinburgh,EDI;Faro,FAO
Eindhoven,EIN;Faro,FAO
East Midlands,EMA;Faro,FAO
Memmingen,FMM;Faro,FAO
Frankfurt,FRA;Faro,FAO
Hahn,HHN;Faro,FAO
Leeds,LBA;Faro,FAO
Liverpool,LPL;Faro,FAO
Manchester,MAN;Faro,FAO
Weeze,NRN;Faro,FAO
Porto,OPO;Faro,FAO
Prestwick,PIK;Faro,FAO
London,STN;Faro,FAO
Arrecife,ACE;Rome,FCO
Malaga,AGP;Rome,FCO
Alicante,ALC;Rome,FCO
Barcelona,BCN;Rome,FCO
Brindisi,BDS;Rome,FCO
Bari,BRI;Rome,FCO
Brussels,BRU;Rome,FCO
Catania,CTA;Rome,FCO
Palermo,PMO;Rome,FCO
Tel-aviv,TLV;Rome,FCO
Barcelona,BCN;Fes,FEZ
Bergamo,BGY;Fes,FEZ
Bremen,BRE;Fes,FEZ
Beauvais,BVA;Fes,FEZ
Charleroi,CRL;Fes,FEZ
Dole,DLE;Fes,FEZ
Eindhoven,EIN;Fes,FEZ
Memmingen,FMM;Fes,FEZ
Nimes,FNI;Fes,FEZ
Hahn,HHN;Fes,FEZ
Madrid,MAD;Fes,FEZ
Marseille,MRS;Fes,FEZ
Weeze,NRN;Fes,FEZ
Nantes,NTE;Fes,FEZ
London,STN;Fes,FEZ
Sevilla,SVQ;Fes,FEZ
Toulouse,TLS;Fes,FEZ
Malaga,AGP;Karlsruhe/Baden-Baden,FKB
Alicante,ALC;Karlsruhe/Baden-Baden,FKB
Bari,BRI;Karlsruhe/Baden-Baden,FKB
Edinburgh,EDI;Karlsruhe/Baden-Baden,FKB
Gerona,GRO;Karlsruhe/Baden-Baden,FKB
Lisbon,LIS;Karlsruhe/Baden-Baden,FKB
Malta,MLA;Karlsruhe/Baden-Baden,FKB
Porto,OPO;Karlsruhe/Baden-Baden,FKB
Palma de Mallorca,PMI;Karlsruhe/Baden-Baden,FKB
Thessaloniki,SKG;Karlsruhe/Baden-Baden,FKB
Sofia,SOF;Karlsruhe/Baden-Baden,FKB
London,STN;Karlsruhe/Baden-Baden,FKB
Sevilla,SVQ;Karlsruhe/Baden-Baden,FKB
Tenerife,TFS;Karlsruhe/Baden-Baden,FKB
Tel-aviv,TLV;Karlsruhe/Baden-Baden,FKB
Ovda,VDA;Karlsruhe/Baden-Baden,FKB
Warsaw,WMI;Karlsruhe/Baden-Baden,FKB
Malaga,AGP;Memmingen,FMM
Alicante,ALC;Memmingen,FMM
Dublin,DUB;Memmingen,FMM
Faro,FAO;Memmingen,FMM
Fes,FEZ;Memmingen,FMM
Stockholm,NYO;Memmingen,FMM
Oradea,OMR;Memmingen,FMM
Porto,OPO;Memmingen,FMM
Palma de Mallorca,PMI;Memmingen,FMM
Palermo,PMO;Memmingen,FMM
Thessaloniki,SKG;Memmingen,FMM
London,STN;Memmingen,FMM
Sevilla,SVQ;Memmingen,FMM
Tenerife,TFS;Memmingen,FMM
Warsaw,WMI;Memmingen,FMM
Charleroi,CRL;Nimes,FNI
Fes,FEZ;Nimes,FNI
London,LTN;Nimes,FNI
Marrakech,RAK;Nimes,FNI
Arrecife,ACE;Frankfurt,FRA
Malaga,AGP;Frankfurt,FRA
Alicante,ALC;Frankfurt,FRA
Athens,ATH;Frankfurt,FRA
Barcelona,BCN;Frankfurt,FRA
Brindisi,BDS;Frankfurt,FRA
Bergamo,BGY;Frankfurt,FRA
Catania,CTA;Frankfurt,FRA
Faro,FAO;Frankfurt,FRA
Glasgow,GLA;Frankfurt,FRA
Krakow,KRK;Frankfurt,FRA
Lisbon,LIS;Frankfurt,FRA
Gran Canaria,LPA;Frankfurt,FRA
Madrid,MAD;Frankfurt,FRA
Manchester,MAN;Frankfurt,FRA
Porto,OPO;Frankfurt,FRA
Palma de Mallorca,PMI;Frankfurt,FRA
Pisa,PSA;Frankfurt,FRA
London,STN;Frankfurt,FRA
Sevilla,SVQ;Frankfurt,FRA
Tenerife,TFS;Frankfurt,FRA
Toulouse,TLS;Frankfurt,FRA
Treviso,TSF;Frankfurt,FRA
Valencia,VLC;Frankfurt,FRA
Barcelona,BCN;Fuerteventura,FUE
Bergamo,BGY;Fuerteventura,FUE
Birmingham,BHX;Fuerteventura,FUE
Bremen,BRE;Fuerteventura,FUE
Charleroi,CRL;Fuerteventura,FUE
Dublin,DUB;Fuerteventura,FUE
Edinburgh,EDI;Fuerteventura,FUE
East Midlands,EMA;Fuerteventura,FUE
Leeds,LBA;Fuerteventura,FUE
Liverpool,LPL;Fuerteventura,FUE
London,LTN;Fuerteventura,FUE
Madrid,MAD;Fuerteventura,FUE
Manchester,MAN;Fuerteventura,FUE
Weeze,NRN;Fuerteventura,FUE
Prestwick,PIK;Fuerteventura,FUE
Pisa,PSA;Fuerteventura,FUE
Shannon,SNN;Fuerteventura,FUE
London,STN;Fuerteventura,FUE
Berlin,SXF;Fuerteventura,FUE
Warsaw,WMI;Fuerteventura,FUE
Aarhus,AAR;Gdansk,GDN
Belfast,BFS;Gdansk,GDN
Bergamo,BGY;Gdansk,GDN
Birmingham,BHX;Gdansk,GDN
Bristol,BRS;Gdansk,GDN
Dublin,DUB;Gdansk,GDN
Edinburgh,EDI;Gdansk,GDN
Krakow,KRK;Gdansk,GDN
Leeds,LBA;Gdansk,GDN
Manchester,MAN;Gdansk,GDN
Malta,MLA;Gdansk,GDN
Stockholm,NYO;Gdansk,GDN
Cork,ORK;Gdansk,GDN
London,STN;Gdansk,GDN
Tel-aviv,TLV;Gdansk,GDN
Sandefjord,TRF;Gdansk,GDN
Ovda,VDA;Gdansk,GDN
Vaxjo,VXO;Gdansk,GDN
Wroclaw,WRO;Gdansk,GDN
Arrecife,ACE;Glasgow,GLA
Malaga,AGP;Glasgow,GLA
Alicante,ALC;Glasgow,GLA
Charleroi,CRL;Glasgow,GLA
Dublin,DUB;Glasgow,GLA
Frankfurt,FRA;Glasgow,GLA
Krakow,KRK;Glasgow,GLA
Londonderry,LDY;Glasgow,GLA
Lisbon,LIS;Glasgow,GLA
Madrid,MAD;Glasgow,GLA
Riga,RIX;Glasgow,GLA
Sofia,SOF;Glasgow,GLA
Berlin,SXF;Glasgow,GLA
Valencia,VLC;Glasgow,GLA
Warsaw,WMI;Glasgow,GLA
Wroclaw,WRO;Glasgow,GLA
Dublin,DUB;Grenoble,GNB
London,STN;Grenoble,GNB
Bari,BRI;Genoa,GOA
London,STN;Genoa,GOA
Malaga,AGP;Gothenborg,GOT
Alicante,ALC;Gothenborg,GOT
Krakow,KRK;Gothenborg,GOT
London,STN;Gothenborg,GOT
Warsaw,WMI;Gothenborg,GOT
Bratislava,BTS;Gerona,GRO
Cagliari,CAG;Gerona,GRO
Eindhoven,EIN;Gerona,GRO
Karlsruhe/Baden-Baden,FKB;Gerona,GRO
Hahn,HHN;Gerona,GRO
Krakow,KRK;Gerona,GRO
Oradea,OMR;Gerona,GRO
Pisa,PSA;Gerona,GRO
Rabat,RBA;Gerona,GRO
Malaga,AGP;Hamburg,HAM
Alicante,ALC;Hamburg,HAM
Barcelona,BCN;Hamburg,HAM
Bergamo,BGY;Hamburg,HAM
Dublin,DUB;Hamburg,HAM
Lisbon,LIS;Hamburg,HAM
Gran Canaria,LPA;Hamburg,HAM
Madrid,MAD;Hamburg,HAM
Manchester,MAN;Hamburg,HAM
Porto,OPO;Hamburg,HAM
Palma de Mallorca,PMI;Hamburg,HAM
Marrakech,RAK;Hamburg,HAM
Sofia,SOF;Hamburg,HAM
London,STN;Hamburg,HAM
Sevilla,SVQ;Hamburg,HAM
Valencia,VLC;Hamburg,HAM
Arrecife,ACE;Hahn,HHN
Malaga,AGP;Hahn,HHN
Alicante,ALC;Hahn,HHN
Bari,BRI;Hahn,HHN
Cagliari,CAG;Hahn,HHN
Rome,CIA;Hahn,HHN
Comiso,CIY;Hahn,HHN
Dublin,DUB;Hahn,HHN
Faro,FAO;Hahn,HHN
Fes,FEZ;Hahn,HHN
Gerona,GRO;Hahn,HHN
Kerry,KIR;Hahn,HHN
Lisbon,LIS;Hahn,HHN
Gran Canaria,LPA;Hahn,HHN
Naples,NAP;Hahn,HHN
El Aroui,NDR;Hahn,HHN
Porto,OPO;Hahn,HHN
Plovdiv,PDV;Hahn,HHN
Palma de Mallorca,PMI;Hahn,HHN
Pisa,PSA;Hahn,HHN
Pescara,PSR;Hahn,HHN
Marrakech,RAK;Hahn,HHN
Riga,RIX;Hahn,HHN
Santiago,SCQ;Hahn,HHN
Thessaloniki,SKG;Hahn,HHN
London,STN;Hahn,HHN
Lamezia,SUF;Hahn,HHN
Tenerife,TFS;Hahn,HHN
Tanger,TNG;Hahn,HHN
Treviso,TSF;Hahn,HHN
Timisoara,TSR;Hahn,HHN
Ovda,VDA;Hahn,HHN
Valencia,VLC;Hahn,HHN
Vilnius,VNO;Hahn,HHN
Jerez,XRY;Hahn,HHN
Malaga,AGP;Ibiza,IBZ
Barcelona,BCN;Ibiza,IBZ
Madrid,MAD;Ibiza,IBZ
Sevilla,SVQ;Ibiza,IBZ
Valencia,VLC;Ibiza,IBZ
Bergamo,BGY;Nis,INI
Bratislava,BTS;Nis,INI
Weeze,NRN;Nis,INI
Stockholm,NYO;Nis,INI
Berlin,SXF;Nis,INI
Athens,ATH;Thira,JTR
Hahn,HHN;Kerry,KIR
London,LTN;Kerry,KIR
London,STN;Kerry,KIR
Berlin,SXF;Kerry,KIR
Malaga,AGP;Krakow,KRK
Alicante,ALC;Krakow,KRK
Athens,ATH;Krakow,KRK
Barcelona,BCN;Krakow,KRK
Belfast,BFS;Krakow,KRK
Bergamo,BGY;Krakow,KRK
Birmingham,BHX;Krakow,KRK
Bologna,BLQ;Krakow,KRK
Bournemouth,BOH;Krakow,KRK
Bristol,BRS;Krakow,KRK
Beauvais,BVA;Krakow,KRK
Cagliari,CAG;Krakow,KRK
Rome,CIA;Krakow,KRK
Charleroi,CRL;Krakow,KRK
Dortmund,DTM;Krakow,KRK
Dublin,DUB;Krakow,KRK
Edinburgh,EDI;Krakow,KRK
Eindhoven,EIN;Krakow,KRK
East Midlands,EMA;Krakow,KRK
Frankfurt,FRA;Krakow,KRK
Gdansk,GDN;Krakow,KRK
Glasgow,GLA;Krakow,KRK
Gothenborg,GOT;Krakow,KRK
Gerona,GRO;Krakow,KRK
Leeds,LBA;Krakow,KRK
Lisbon,LIS;Krakow,KRK
Gran Canaria,LPA;Krakow,KRK
Liverpool,LPL;Krakow,KRK
Madrid,MAD;Krakow,KRK
Manchester,MAN;Krakow,KRK
Malta,MLA;Krakow,KRK
Malmoe,MMX;Krakow,KRK
Marseille,MRS;Krakow,KRK
Naples,NAP;Krakow,KRK
Nuernberg,NUE;Krakow,KRK
Stockholm,NYO;Krakow,KRK
Porto,OPO;Krakow,KRK
Prague,PRG;Krakow,KRK
Pisa,PSA;Krakow,KRK
Marrakech,RAK;Krakow,KRK
Shannon,SNN;Krakow,KRK
London,STN;Krakow,KRK
Sevilla,SVQ;Krakow,KRK
Berlin,SXF;Krakow,KRK
Tenerife,TFS;Krakow,KRK
Tel-aviv,TLV;Krakow,KRK
Sandefjord,TRF;Krakow,KRK
Treviso,TSF;Krakow,KRK
Ovda,VDA;Krakow,KRK
Valencia,VLC;Krakow,KRK
Athens,ATH;Katowice,KTW
Birmingham,BHX;Katowice,KTW
Dublin,DUB;Katowice,KTW
Edinburgh,EDI;Katowice,KTW
Milano,MXP;Katowice,KTW
London,STN;Katowice,KTW
Alicante,ALC;Kaunas,KUN
Bristol,BRS;Kaunas,KUN
Copenhagen,CPH;Kaunas,KUN
Dublin,DUB;Kaunas,KUN
London,LTN;Kaunas,KUN
Naples,NAP;Kaunas,KUN
Shannon,SNN;Kaunas,KUN
London,STN;Kaunas,KUN
Ovda,VDA;Kaunas,KUN
Arrecife,ACE;Leeds,LBA
Malaga,AGP;Leeds,LBA
Alicante,ALC;Leeds,LBA
Bratislava,BTS;Leeds,LBA
Dublin,DUB;Leeds,LBA
Faro,FAO;Leeds,LBA
Fuerteventura,FUE;Leeds,LBA
Gdansk,GDN;Leeds,LBA
Krakow,KRK;Leeds,LBA
Gran Canaria,LPA;Leeds,LBA
Murcia,MJV;Leeds,LBA
Malta,MLA;Leeds,LBA
Riga,RIX;Leeds,LBA
Tenerife,TFS;Leeds,LBA
Vilnius,VNO;Leeds,LBA
Warsaw,WMI;Leeds,LBA
Wroclaw,WRO;Leeds,LBA
Brussels,BRU;Larnaca,LCA
Dublin,DUB;Lodz,LCJ
East Midlands,EMA;Lodz,LCJ
London,STN;Lodz,LCJ
London,STN;Tarbes,LDE
Glasgow,GLA;Londonderry,LDY
Liverpool,LPL;Londonderry,LDY
London,STN;Leipzig,LEJ
Alicante,ALC;London,LGW
Dublin,DUB;London,LGW
Cork,ORK;London,LGW
Shannon,SNN;London,LGW
East Midlands,EMA;Limoges,LIG
Manchester,MAN;Limoges,LIG
London,STN;Limoges,LIG
Marseille,MRS;Lille,LIL
Bergamo,BGY;Lisbon,LIS
Bologna,BLQ;Lisbon,LIS
Brussels,BRU;Lisbon,LIS
Beauvais,BVA;Lisbon,LIS
Rome,CIA;Lisbon,LIS
Charleroi,CRL;Lisbon,LIS
Dublin,DUB;Lisbon,LIS
Eindhoven,EIN;Lisbon,LIS
Karlsruhe/Baden-Baden,FKB;Lisbon,LIS
Frankfurt,FRA;Lisbon,LIS
Glasgow,GLA;Lisbon,LIS
Hahn,HHN;Lisbon,LIS
Krakow,KRK;Lisbon,LIS
Luxemburg,LUX;Lisbon,LIS
Manchester,MAN;Lisbon,LIS
Marseille,MRS;Lisbon,LIS
Naples,NAP;Lisbon,LIS
Porto,OPO;Lisbon,LIS
Ponta Delgada,PDL;Lisbon,LIS
Pisa,PSA;Lisbon,LIS
London,STN;Lisbon,LIS
Berlin,SXF;Lisbon,LIS
Lajes (terceira Island),TER;Lisbon,LIS
Toulouse,TLS;Lisbon,LIS
Warsaw,WMI;Lisbon,LIS
Wroclaw,WRO;Lisbon,LIS
London,STN;Linz,LNZ
Barcelona,BCN;Gran Canaria,LPA
Bergamo,BGY;Gran Canaria,LPA
Birmingham,BHX;Gran Canaria,LPA
Bologna,BLQ;Gran Canaria,LPA
Bristol,BRS;Gran Canaria,LPA
Budapest,BUD;Gran Canaria,LPA
Cologne,CGN;Gran Canaria,LPA
Charleroi,CRL;Gran Canaria,LPA
Dublin,DUB;Gran Canaria,LPA
Edinburgh,EDI;Gran Canaria,LPA
Eindhoven,EIN;Gran Canaria,LPA
East Midlands,EMA;Gran Canaria,LPA
Frankfurt,FRA;Gran Canaria,LPA
Hamburg,HAM;Gran Canaria,LPA
Hahn,HHN;Gran Canaria,LPA
Krakow,KRK;Gran Canaria,LPA
Leeds,LBA;Gran Canaria,LPA
Madrid,MAD;Gran Canaria,LPA
Manchester,MAN;Gran Canaria,LPA
Milano,MXP;Gran Canaria,LPA
Weeze,NRN;Gran Canaria,LPA
Stockholm,NYO;Gran Canaria,LPA
Cork,ORK;Gran Canaria,LPA
Prestwick,PIK;Gran Canaria,LPA
Pisa,PSA;Gran Canaria,LPA
Santiago,SCQ;Gran Canaria,LPA
London,STN;Gran Canaria,LPA
Sevilla,SVQ;Gran Canaria,LPA
Berlin,SXF;Gran Canaria,LPA
Sandefjord,TRF;Gran Canaria,LPA
Valencia,VLC;Gran Canaria,LPA
Warsaw,WMI;Gran Canaria,LPA
Arrecife,ACE;Liverpool,LPL
Malaga,AGP;Liverpool,LPL
Alicante,ALC;Liverpool,LPL
Barcelona,BCN;Liverpool,LPL
Dublin,DUB;Liverpool,LPL
Faro,FAO;Liverpool,LPL
Fuerteventura,FUE;Liverpool,LPL
Krakow,KRK;Liverpool,LPL
Londonderry,LDY;Liverpool,LPL
Malta,MLA;Liverpool,LPL
Milano,MXP;Liverpool,LPL
Connaught,NOC;Liverpool,LPL
Porto,OPO;Liverpool,LPL
Cork,ORK;Liverpool,LPL
Poznan,POZ;Liverpool,LPL
Prague,PRG;Liverpool,LPL
Marrakech,RAK;Liverpool,LPL
Sofia,SOF;Liverpool,LPL
Szczecin,SZZ;Liverpool,LPL
Tenerife,TFS;Liverpool,LPL
Vilnius,VNO;Liverpool,LPL
Warsaw,WMI;Liverpool,LPL
Wroclaw,WRO;Liverpool,LPL
London,STN;La Rochelle,LRH
Porto,OPO;Lorient,LRT
Arrecife,ACE;London,LTN
Bydgoszcz,BZG;London,LTN
Beziers,BZR;London,LTN
Copenhagen,CPH;London,LTN
Dublin,DUB;London,LTN
Nimes,FNI;London,LTN
Fuerteventura,FUE;London,LTN
Kerry,KIR;London,LTN
Kaunas,KUN;London,LTN
Murcia,MJV;London,LTN
Malta,MLA;London,LTN
Connaught,NOC;London,LTN
Marrakech,RAK;London,LTN
Rzeszow,RZE;London,LTN
Tenerife,TFS;London,LTN
Vilnius,VNO;London,LTN
Barcelona,BCN;Luxemburg,LUX
Bergamo,BGY;Luxemburg,LUX
Lisbon,LIS;Luxemburg,LUX
Madrid,MAD;Luxemburg,LUX
Porto,OPO;Luxemburg,LUX
London,STN;Luxemburg,LUX
Arrecife,ACE;Madrid,MAD
Bergamo,BGY;Madrid,MAD
Birmingham,BHX;Madrid,MAD
