origin_city;destination_city
Bologna,BLQ;Madrid,MAD
Bari,BRI;Madrid,MAD
Brussels,BRU;Madrid,MAD
Bratislava,BTS;Madrid,MAD
Budapest,BUD;Madrid,MAD
Beauvais,BVA;Madrid,MAD
Cagliari,CAG;Madrid,MAD
Cologne,CGN;Madrid,MAD
Rome,CIA;Madrid,MAD
Copenhagen,CPH;Madrid,MAD
Charleroi,CRL;Madrid,MAD
Catania,CTA;Madrid,MAD
Dublin,DUB;Madrid,MAD
Eindhoven,EIN;Madrid,MAD
Fes,FEZ;Madrid,MAD
Frankfurt,FRA;Madrid,MAD
Fuerteventura,FUE;Madrid,MAD
Glasgow,GLA;Madrid,MAD
Ibiza,IBZ;Madrid,MAD
Krakow,KRK;Madrid,MAD
Gran Canaria,LPA;Madrid,MAD
Luxemburg,LUX;Madrid,MAD
Manchester,MAN;Madrid,MAD
Malta,MLA;Madrid,MAD
Marseille,MRS;Madrid,MAD
Naples,NAP;Madrid,MAD
Newcastle,NCL;Madrid,MAD
Nuernberg,NUE;Madrid,MAD
Porto,OPO;Madrid,MAD
Bucharest,OTP;Madrid,MAD
Palma de Mallorca,PMI;Madrid,MAD
Palermo,PMO;Madrid,MAD
Poznan,POZ;Madrid,MAD
Prague,PRG;Madrid,MAD
Pisa,PSA;Madrid,MAD
Marrakech,RAK;Madrid,MAD
Rabat,RBA;Madrid,MAD
Santiago,SCQ;Madrid,MAD
Sofia,SOF;Madrid,MAD
London,STN;Madrid,MAD
Lamezia,SUF;Madrid,MAD
Berlin,SXF;Madrid,MAD
Tenerife,TFN;Madrid,MAD
Tenerife,TFS;Madrid,MAD
Toulouse,TLS;Madrid,MAD
Tanger,TNG;Madrid,MAD
Vilnius,VNO;Madrid,MAD
Villafranca,VRN;Madrid,MAD
Warsaw,WMI;Madrid,MAD
Wroclaw,WRO;Madrid,MAD
Arrecife,ACE;Manchester,MAN
Malaga,AGP;Manchester,MAN
Alicante,ALC;Manchester,MAN
Barcelona,BCN;Manchester,MAN
Bergamo,BGY;Manchester,MAN
Bratislava,BTS;Manchester,MAN
Budapest,BUD;Manchester,MAN
Carcassonne,CCF;Manchester,MAN
Cologne,CGN;Manchester,MAN
Rome,CIA;Manchester,MAN
Charleroi,CRL;Manchester,MAN
Dublin,DUB;Manchester,MAN
Eindhoven,EIN;Manchester,MAN
Faro,FAO;Manchester,MAN
Frankfurt,FRA;Manchester,MAN
Fuerteventura,FUE;Manchester,MAN
Gdansk,GDN;Manchester,MAN
Hamburg,HAM;Manchester,MAN
Krakow,KRK;Manchester,MAN
Limoges,LIG;Manchester,MAN
Lisbon,LIS;Manchester,MAN
Gran Canaria,LPA;Manchester,MAN
Madrid,MAD;Manchester,MAN
Murcia,MJV;Manchester,MAN
Malta,MLA;Manchester,MAN
Naples,NAP;Manchester,MAN
Nuernberg,NUE;Manchester,MAN
Palma de Mallorca,PMI;Manchester,MAN
Riga,RIX;Manchester,MAN
Rzeszow,RZE;Manchester,MAN
Shannon,SNN;Manchester,MAN
Stuttgart,STR;Manchester,MAN
Sevilla,SVQ;Manchester,MAN
Berlin,SXF;Manchester,MAN
Tenerife,TFS;Manchester,MAN
Sandefjord,TRF;Manchester,MAN
Valencia,VLC;Manchester,MAN
Warsaw,WMI;Manchester,MAN
Wroclaw,WRO;Manchester,MAN
Birmingham,BHX;Murcia,MJV
Dublin,DUB;Murcia,MJV
Eindhoven,EIN;Murcia,MJV
East Midlands,EMA;Murcia,MJV
Leeds,LBA;Murcia,MJV
London,LTN;Murcia,MJV
Manchester,MAN;Murcia,MJV
London,STN;Murcia,MJV
Athens,ATH;Malta,MLA
Belfast,BFS;Malta,MLA
Bergamo,BGY;Malta,MLA
Birmingham,BHX;Malta,MLA
Bologna,BLQ;Malta,MLA
Bournemouth,BOH;Malta,MLA
Bari,BRI;Malta,MLA
Bristol,BRS;Malta,MLA
Brussels,BRU;Malta,MLA
Cologne,CGN;Malta,MLA
Rome,CIA;Malta,MLA
Catania,CTA;Malta,MLA
Dublin,DUB;Malta,MLA
Edinburgh,EDI;Malta,MLA
Eindhoven,EIN;Malta,MLA
East Midlands,EMA;Malta,MLA
Karlsruhe/Baden-Baden,FKB;Malta,MLA
Gdansk,GDN;Malta,MLA
Krakow,KRK;Malta,MLA
Leeds,LBA;Malta,MLA
Liverpool,LPL;Malta,MLA
London,LTN;Malta,MLA
Madrid,MAD;Malta,MLA
Manchester,MAN;Malta,MLA
Marseille,MRS;Malta,MLA
Naples,NAP;Malta,MLA
Nuernberg,NUE;Malta,MLA
Stockholm,NYO;Malta,MLA
Prestwick,PIK;Malta,MLA
Poznan,POZ;Malta,MLA
Pisa,PSA;Malta,MLA
Riga,RIX;Malta,MLA
London,STN;Malta,MLA
Berlin,SXF;Malta,MLA
Toulouse,TLS;Malta,MLA
Torino,TRN;Malta,MLA
Treviso,TSF;Malta,MLA
Valencia,VLC;Malta,MLA
Vilnius,VNO;Malta,MLA
Wroclaw,WRO;Malta,MLA
Krakow,KRK;Malmoe,MMX
Charleroi,CRL;Montpellier,MPL
Malaga,AGP;Marseille,MRS
Brest,BES;Marseille,MRS
Rome,CIA;Marseille,MRS
Charleroi,CRL;Marseille,MRS
Edinburgh,EDI;Marseille,MRS
Eindhoven,EIN;Marseille,MRS
Fes,FEZ;Marseille,MRS
Krakow,KRK;Marseille,MRS
Lille,LIL;Marseille,MRS
Lisbon,LIS;Marseille,MRS
Madrid,MAD;Marseille,MRS
Malta,MLA;Marseille,MRS
El Aroui,NDR;Marseille,MRS
Nantes,NTE;Marseille,MRS
Porto,OPO;Marseille,MRS
Oujda,OUD;Marseille,MRS
Palermo,PMO;Marseille,MRS
Marrakech,RAK;Marseille,MRS
Rabat,RBA;Marseille,MRS
London,STN;Marseille,MRS
Sevilla,SVQ;Marseille,MRS
Tanger,TNG;Marseille,MRS
Valencia,VLC;Marseille,MRS
Alicante,ALC;Maastricht,MST
Dublin,DUB;Munich,MUC
Alicante,ALC;Milano,MXP
Brussels,BRU;Milano,MXP
Comiso,CIY;Milano,MXP
Catania,CTA;Milano,MXP
Katowice,KTW;Milano,MXP
Gran Canaria,LPA;Milano,MXP
Liverpool,LPL;Milano,MXP
Porto,OPO;Milano,MXP
Bucharest,OTP;Milano,MXP
Palermo,PMO;Milano,MXP
Sofia,SOF;Milano,MXP
London,STN;Milano,MXP
Lamezia,SUF;Milano,MXP
Sevilla,SVQ;Milano,MXP
Valencia,VLC;Milano,MXP
Barcelona,BCN;Naples,NAP
Bergamo,BGY;Naples,NAP
Bologna,BLQ;Naples,NAP
Budapest,BUD;Naples,NAP
Charleroi,CRL;Naples,NAP
Dublin,DUB;Naples,NAP
Eindhoven,EIN;Naples,NAP
Hahn,HHN;Naples,NAP
Krakow,KRK;Naples,NAP
Kaunas,KUN;Naples,NAP
Lisbon,LIS;Naples,NAP
Madrid,MAD;Naples,NAP
Manchester,MAN;Naples,NAP
Malta,MLA;Naples,NAP
Porto,OPO;Naples,NAP
Thessaloniki,SKG;Naples,NAP
London,STN;Naples,NAP
Sevilla,SVQ;Naples,NAP
Toulouse,TLS;Naples,NAP
Treviso,TSF;Naples,NAP
Valencia,VLC;Naples,NAP
Warsaw,WMI;Naples,NAP
Wroclaw,WRO;Naples,NAP
Dublin,DUB;Nice,NCE
London,STN;Nice,NCE
Arrecife,ACE;Newcastle,NCL
Malaga,AGP;Newcastle,NCL
Alicante,ALC;Newcastle,NCL
Dublin,DUB;Newcastle,NCL
Madrid,MAD;Newcastle,NCL
Tenerife,TFS;Newcastle,NCL
Warsaw,WMI;Newcastle,NCL
Wroclaw,WRO;Newcastle,NCL
Barcelona,BCN;El Aroui,NDR
Beauvais,BVA;El Aroui,NDR
Charleroi,CRL;El Aroui,NDR
Hahn,HHN;El Aroui,NDR
Marseille,MRS;El Aroui,NDR
Weeze,NRN;El Aroui,NDR
Arrecife,ACE;Connaught,NOC
East Midlands,EMA;Connaught,NOC
Liverpool,LPL;Connaught,NOC
London,LTN;Connaught,NOC
London,STN;Connaught,NOC
Arrecife,ACE;Weeze,NRN
Malaga,AGP;Weeze,NRN
Alicante,ALC;Weeze,NRN
Bergamo,BGY;Weeze,NRN
Bari,BRI;Weeze,NRN
Edinburgh,EDI;Weeze,NRN
Faro,FAO;Weeze,NRN
Fes,FEZ;Weeze,NRN
Fuerteventura,FUE;Weeze,NRN
Nis,INI;Weeze,NRN
Gran Canaria,LPA;Weeze,NRN
El Aroui,NDR;Weeze,NRN
Stockholm,NYO;Weeze,NRN
Oradea,OMR;Weeze,NRN
Palermo,PMO;Weeze,NRN
Marrakech,RAK;Weeze,NRN
Rabat,RBA;Weeze,NRN
Thessaloniki,SKG;Weeze,NRN
London,STN;Weeze,NRN
Tenerife,TFS;Weeze,NRN
Tallinn-ulemiste International,TLL;Weeze,NRN
Tanger,TNG;Weeze,NRN
Timisoara,TSR;Weeze,NRN
Ovda,VDA;Weeze,NRN
Valencia,VLC;Weeze,NRN
Dublin,DUB;Nantes,NTE
Edinburgh,EDI;Nantes,NTE
Fes,FEZ;Nantes,NTE
Marseille,MRS;Nantes,NTE
Bergamo,BGY;Nuernberg,NUE
Bari,BRI;Nuernberg,NUE
Budapest,BUD;Nuernberg,NUE
Rome,CIA;Nuernberg,NUE
Krakow,KRK;Nuernberg,NUE
Madrid,MAD;Nuernberg,NUE
Manchester,MAN;Nuernberg,NUE
Malta,MLA;Nuernberg,NUE
Porto,OPO;Nuernberg,NUE
Palermo,PMO;Nuernberg,NUE
London,STN;Nuernberg,NUE
Vilnius,VNO;Nuernberg,NUE
Malaga,AGP;Stockholm,NYO
Alicante,ALC;Stockholm,NYO
Barcelona,BCN;Stockholm,NYO
Bergamo,BGY;Stockholm,NYO
Beauvais,BVA;Stockholm,NYO
Charleroi,CRL;Stockholm,NYO
Memmingen,FMM;Stockholm,NYO
Gdansk,GDN;Stockholm,NYO
Nis,INI;Stockholm,NYO
Krakow,KRK;Stockholm,NYO
Gran Canaria,LPA;Stockholm,NYO
Malta,MLA;Stockholm,NYO
Weeze,NRN;Stockholm,NYO
London,STN;Stockholm,NYO
Tenerife,TFS;Stockholm,NYO
Podgorica,TGD;Stockholm,NYO
Warsaw,WMI;Stockholm,NYO
Bergamo,BGY;Oradea,OMR
Memmingen,FMM;Oradea,OMR
Gerona,GRO;Oradea,OMR
Weeze,NRN;Oradea,OMR
London,STN;Oradea,OMR
Barcelona,BCN;Porto,OPO
Bergamo,BGY;Porto,OPO
Bordeaux,BOD;Porto,OPO
Brussels,BRU;Porto,OPO
Beauvais,BVA;Porto,OPO
Carcassonne,CCF;Porto,OPO
Clermont-Ferrand,CFE;Porto,OPO
Cologne,CGN;Porto,OPO
Rome,CIA;Porto,OPO
Charleroi,CRL;Porto,OPO
Dole,DLE;Porto,OPO
Dortmund,DTM;Porto,OPO
Dublin,DUB;Porto,OPO
Edinburgh,EDI;Porto,OPO
Eindhoven,EIN;Porto,OPO
Faro,FAO;Porto,OPO
Karlsruhe/Baden-Baden,FKB;Porto,OPO
Memmingen,FMM;Porto,OPO
Frankfurt,FRA;Porto,OPO
Hamburg,HAM;Porto,OPO
Hahn,HHN;Porto,OPO
Krakow,KRK;Porto,OPO
Lisbon,LIS;Porto,OPO
Liverpool,LPL;Porto,OPO
Lorient,LRT;Porto,OPO
Luxemburg,LUX;Porto,OPO
Madrid,MAD;Porto,OPO
Marseille,MRS;Porto,OPO
Milano,MXP;Porto,OPO
Naples,NAP;Porto,OPO
Nuernberg,NUE;Porto,OPO
Ponta Delgada,PDL;Porto,OPO
London,STN;Porto,OPO
Strasbourg,SXB;Porto,OPO
Berlin,SXF;Porto,OPO
Lajes (terceira Island),TER;Porto,OPO
Tenerife,TFS;Porto,OPO
Tours,TUF;Porto,OPO
Valencia,VLC;Porto,OPO
Warsaw,WMI;Porto,OPO
Chalons,XCR;Porto,OPO
Arrecife,ACE;Cork,ORK
Malaga,AGP;Cork,ORK
Gdansk,GDN;Cork,ORK
London,LGW;Cork,ORK
Gran Canaria,LPA;Cork,ORK
Liverpool,LPL;Cork,ORK
London,STN;Cork,ORK
Tenerife,TFS;Cork,ORK
Wroclaw,WRO;Cork,ORK
London,STN;Oslo,OSL
Vilnius,VNO;Oslo,OSL
Bergamo,BGY;Ostrava,OSR
London,STN;Ostrava,OSR
Athens,ATH;Bucharest,OTP
Bergamo,BGY;Bucharest,OTP
Bologna,BLQ;Bucharest,OTP
Bristol,BRS;Bucharest,OTP
Rome,CIA;Bucharest,OTP
Charleroi,CRL;Bucharest,OTP
Dublin,DUB;Bucharest,OTP
Madrid,MAD;Bucharest,OTP
Milano,MXP;Bucharest,OTP
London,STN;Bucharest,OTP
Berlin,SXF;Bucharest,OTP
Timisoara,TSR;Bucharest,OTP
Beauvais,BVA;Oujda,OUD
Charleroi,CRL;Oujda,OUD
Marseille,MRS;Oujda,OUD
Lisbon,LIS;Ponta Delgada,PDL
Porto,OPO;Ponta Delgada,PDL
London,STN;Ponta Delgada,PDL
Bergamo,BGY;Plovdiv,PDV
Charleroi,CRL;Plovdiv,PDV
Hahn,HHN;Plovdiv,PDV
London,STN;Plovdiv,PDV
London,STN;Pardubice,PED
Catania,CTA;Perugia,PEG
London,STN;Perugia,PEG
Thessaloniki,SKG;Paphos,PFO
London,STN;Paphos,PFO
Tel-aviv,TLV;Paphos,PFO
Charleroi,CRL;Perpignan,PGF
Marrakech,RAK;Perpignan,PGF
Arrecife,ACE;Prestwick,PIK
Malaga,AGP;Prestwick,PIK
Alicante,ALC;Prestwick,PIK
Barcelona,BCN;Prestwick,PIK
Faro,FAO;Prestwick,PIK
Fuerteventura,FUE;Prestwick,PIK
Gran Canaria,LPA;Prestwick,PIK
Malta,MLA;Prestwick,PIK
Rzeszow,RZE;Prestwick,PIK
Tenerife,TFS;Prestwick,PIK
London,STN;Poitiers,PIS
London,STN;Palanga,PLQ
Cagliari,CAG;Parma,PMF
Malaga,AGP;Palma de Mallorca,PMI
Barcelona,BCN;Palma de Mallorca,PMI
Bremen,BRE;Palma de Mallorca,PMI
Cologne,CGN;Palma de Mallorca,PMI
Charleroi,CRL;Palma de Mallorca,PMI
Dortmund,DTM;Palma de Mallorca,PMI
Eindhoven,EIN;Palma de Mallorca,PMI
Karlsruhe/Baden-Baden,FKB;Palma de Mallorca,PMI
Memmingen,FMM;Palma de Mallorca,PMI
Frankfurt,FRA;Palma de Mallorca,PMI
Hahn,HHN;Palma de Mallorca,PMI
Madrid,MAD;Palma de Mallorca,PMI
Manchester,MAN;Palma de Mallorca,PMI
Santiago,SCQ;Palma de Mallorca,PMI
London,STN;Palma de Mallorca,PMI
Sevilla,SVQ;Palma de Mallorca,PMI
Berlin,SXF;Palma de Mallorca,PMI
Valencia,VLC;Palma de Mallorca,PMI
Warsaw,WMI;Palma de Mallorca,PMI
Bergamo,BGY;Palermo,PMO
Bologna,BLQ;Palermo,PMO
Budapest,BUD;Palermo,PMO
Beauvais,BVA;Palermo,PMO
Rome,FCO;Palermo,PMO
Memmingen,FMM;Palermo,PMO
Madrid,MAD;Palermo,PMO
Marseille,MRS;Palermo,PMO
Milano,MXP;Palermo,PMO
Weeze,NRN;Palermo,PMO
Nuernberg,NUE;Palermo,PMO
Pisa,PSA;Palermo,PMO
London,STN;Palermo,PMO
Berlin,SXF;Palermo,PMO
Torino,TRN;Palermo,PMO
Treviso,TSF;Palermo,PMO
Villafranca,VRN;Palermo,PMO
Wroclaw,WRO;Palermo,PMO
Alicante,ALC;Poznan,POZ
Athens,ATH;Poznan,POZ
Billund,BLL;Poznan,POZ
Bristol,BRS;Poznan,POZ
Castellón de la Plana,CDT;Poznan,POZ
Dublin,DUB;Poznan,POZ
Edinburgh,EDI;Poznan,POZ
Liverpool,LPL;Poznan,POZ
Madrid,MAD;Poznan,POZ
Malta,MLA;Poznan,POZ
London,STN;Poznan,POZ
Tel-aviv,TLV;Poznan,POZ
Sandefjord,TRF;Poznan,POZ
Ovda,VDA;Poznan,POZ
Malaga,AGP;Prague,PRG
Barcelona,BCN;Prague,PRG
Bergamo,BGY;Prague,PRG
Bologna,BLQ;Prague,PRG
Budapest,BUD;Prague,PRG
Rome,CIA;Prague,PRG
Charleroi,CRL;Prague,PRG
Dublin,DUB;Prague,PRG
Edinburgh,EDI;Prague,PRG
Eindhoven,EIN;Prague,PRG
Krakow,KRK;Prague,PRG
Liverpool,LPL;Prague,PRG
Madrid,MAD;Prague,PRG
London,STN;Prague,PRG
Alghero,AHO;Pisa,PSA
Brindisi,BDS;Pisa,PSA
Bari,BRI;Pisa,PSA
Budapest,BUD;Pisa,PSA
Beauvais,BVA;Pisa,PSA
Cagliari,CAG;Pisa,PSA
Comiso,CIY;Pisa,PSA
Charleroi,CRL;Pisa,PSA
Catania,CTA;Pisa,PSA
Eindhoven,EIN;Pisa,PSA
Frankfurt,FRA;Pisa,PSA
Fuerteventura,FUE;Pisa,PSA
Gerona,GRO;Pisa,PSA
Hahn,HHN;Pisa,PSA
Krakow,KRK;Pisa,PSA
Lisbon,LIS;Pisa,PSA
Gran Canaria,LPA;Pisa,PSA
Madrid,MAD;Pisa,PSA
Malta,MLA;Pisa,PSA
Palermo,PMO;Pisa,PSA
Marrakech,RAK;Pisa,PSA
London,STN;Pisa,PSA
Lamezia,SUF;Pisa,PSA
Sevilla,SVQ;Pisa,PSA
Berlin,SXF;Pisa,PSA
Tenerife,TFS;Pisa,PSA
Trapani,TPS;Pisa,PSA
Valencia,VLC;Pisa,PSA
Bergamo,BGY;Pescara,PSR
Charleroi,CRL;Pescara,PSR
Hahn,HHN;Pescara,PSR
London,STN;Pescara,PSR
Barcelona,BCN;Marrakech,RAK
Bergamo,BGY;Marrakech,RAK
Budapest,BUD;Marrakech,RAK
Beauvais,BVA;Marrakech,RAK
Cologne,CGN;Marrakech,RAK
Rome,CIA;Marrakech,RAK
Charleroi,CRL;Marrakech,RAK
Dole,DLE;Marrakech,RAK
Eindhoven,EIN;Marrakech,RAK
Nimes,FNI;Marrakech,RAK
Hamburg,HAM;Marrakech,RAK
Hahn,HHN;Marrakech,RAK
Krakow,KRK;Marrakech,RAK
Liverpool,LPL;Marrakech,RAK
London,LTN;Marrakech,RAK
Madrid,MAD;Marrakech,RAK
Marseille,MRS;Marrakech,RAK
Weeze,NRN;Marrakech,RAK
Perpignan,PGF;Marrakech,RAK
Pisa,PSA;Marrakech,RAK
Santander,SDR;Marrakech,RAK
London,STN;Marrakech,RAK
Sevilla,SVQ;Marrakech,RAK
Treviso,TSF;Marrakech,RAK
Tours,TUF;Marrakech,RAK
Valencia,VLC;Marrakech,RAK
Chalons,XCR;Marrakech,RAK
Beauvais,BVA;Rabat,RBA
Rome,CIA;Rabat,RBA
Charleroi,CRL;Rabat,RBA
Gerona,GRO;Rabat,RBA
Madrid,MAD;Rabat,RBA
Marseille,MRS;Rabat,RBA
Weeze,NRN;Rabat,RBA
London,STN;Rabat,RBA
Eindhoven,EIN;Reus,REU
London,STN;Reus,REU
Athens,ATH;Rhodos,RHO
Bergamo,BGY;Riga,RIX
Bremen,BRE;Riga,RIX
Cologne,CGN;Riga,RIX
Charleroi,CRL;Riga,RIX
Dublin,DUB;Riga,RIX
East Midlands,EMA;Riga,RIX
Glasgow,GLA;Riga,RIX
Hahn,HHN;Riga,RIX
Leeds,LBA;Riga,RIX
Manchester,MAN;Riga,RIX
Malta,MLA;Riga,RIX
London,STN;Riga,RIX
Berlin,SXF;Riga,RIX
Bristol,BRS;Rzeszow,RZE
Dublin,DUB;Rzeszow,RZE
East Midlands,EMA;Rzeszow,RZE
London,LTN;Rzeszow,RZE
Manchester,MAN;Rzeszow,RZE
Prestwick,PIK;Rzeszow,RZE
London,STN;Rzeszow,RZE
Arrecife,ACE;Santiago,SCQ
Malaga,AGP;Santiago,SCQ
Alicante,ALC;Santiago,SCQ
Barcelona,BCN;Santiago,SCQ
Bergamo,BGY;Santiago,SCQ
Hahn,HHN;Santiago,SCQ
Gran Canaria,LPA;Santiago,SCQ
Madrid,MAD;Santiago,SCQ
Palma de Mallorca,PMI;Santiago,SCQ
London,STN;Santiago,SCQ
Sevilla,SVQ;Santiago,SCQ
Tenerife,TFS;Santiago,SCQ
Valencia,VLC;Santiago,SCQ
Malaga,AGP;Santander,SDR
Barcelona,BCN;Santander,SDR
Rome,CIA;Santander,SDR
Charleroi,CRL;Santander,SDR
Edinburgh,EDI;Santander,SDR
Marrakech,RAK;Santander,SDR
London,STN;Santander,SDR
Berlin,SXF;Santander,SDR
Tenerife,TFS;Santander,SDR
Valencia,VLC;Santander,SDR
Athens,ATH;Thessaloniki,SKG
Bergamo,BGY;Thessaloniki,SKG
Rome,CIA;Thessaloniki,SKG
Charleroi,CRL;Thessaloniki,SKG
Dortmund,DTM;Thessaloniki,SKG
Eindhoven,EIN;Thessaloniki,SKG
Karlsruhe/Baden-Baden,FKB;Thessaloniki,SKG
Memmingen,FMM;Thessaloniki,SKG
Hahn,HHN;Thessaloniki,SKG
Naples,NAP;Thessaloniki,SKG
Weeze,NRN;Thessaloniki,SKG
Paphos,PFO;Thessaloniki,SKG
London,STN;Thessaloniki,SKG
Berlin,SXF;Thessaloniki,SKG
Arrecife,ACE;Shannon,SNN
Malaga,AGP;Shannon,SNN
Fuerteventura,FUE;Shannon,SNN
Krakow,KRK;Shannon,SNN
Kaunas,KUN;Shannon,SNN
London,LGW;Shannon,SNN
Manchester,MAN;Shannon,SNN
London,STN;Shannon,SNN
Tenerife,TFS;Shannon,SNN
Warsaw,WMI;Shannon,SNN
Wroclaw,WRO;Shannon,SNN
Athens,ATH;Sofia,SOF
Barcelona,BCN;Sofia,SOF
Birmingham,BHX;Sofia,SOF
Cologne,CGN;Sofia,SOF
Rome,CIA;Sofia,SOF
Charleroi,CRL;Sofia,SOF
Dublin,DUB;Sofia,SOF
Eindhoven,EIN;Sofia,SOF
Karlsruhe/Baden-Baden,FKB;Sofia,SOF
Glasgow,GLA;Sofia,SOF
Hamburg,HAM;Sofia,SOF
Liverpool,LPL;Sofia,SOF
Madrid,MAD;Sofia,SOF
Milano,MXP;Sofia,SOF
London,STN;Sofia,SOF
Berlin,SXF;Sofia,SOF
Aalborg,AAL;London,STN
Aarhus,AAR;London,STN
Arrecife,ACE;London,STN
Agadir,AGA;London,STN
Malaga,AGP;London,STN
Alicante,ALC;London,STN
Ancona,AOI;London,STN
Athens,ATH;London,STN
Barcelona,BCN;London,STN
Brindisi,BDS;London,STN
Bergamo,BGY;London,STN
Biarritz-bayonne,BIQ;London,STN
Billund,BLL;London,STN
Bologna,BLQ;London,STN
Bordeaux,BOD;London,STN
Bremen,BRE;London,STN
Bari,BRI;London,STN
Brno,BRQ;London,STN
Mulhouse,BSL;London,STN
Bratislava,BTS;London,STN
Budapest,BUD;London,STN
Bydgoszcz,BZG;London,STN
Cagliari,CAG;London,STN
Carcassonne,CCF;London,STN
Castellón de la Plana,CDT;London,STN
Cologne,CGN;London,STN
Rome,CIA;London,STN
Copenhagen,CPH;London,STN
Dinard,DNR;London,STN
Dortmund,DTM;London,STN
Dublin,DUB;London,STN
Bergerac,EGC;London,STN
Eindhoven,EIN;London,STN
Faro,FAO;London,STN
Fes,FEZ;London,STN
Karlsruhe/Baden-Baden,FKB;London,STN
Memmingen,FMM;London,STN
Frankfurt,FRA;London,STN
Fuerteventura,FUE;London,STN
Gdansk,GDN;London,STN
Grenoble,GNB;London,STN
Genoa,GOA;London,STN
Gothenborg,GOT;London,STN
Hahn,HHN;London,STN
Kerry,KIR;London,STN
Krakow,KRK;London,STN
Katowice,KTW;London,STN
Kaunas,KUN;London,STN
Lodz,LCJ;London,STN
Tarbes,LDE;London,STN
Leipzig,LEJ;London,STN
Limoges,LIG;London,STN
Lisbon,LIS;London,STN
Linz,LNZ;London,STN
Gran Canaria,LPA;London,STN
La Rochelle,LRH;London,STN
Luxemburg,LUX;London,STN
Madrid,MAD;London,STN
Murcia,MJV;London,STN
Malta,MLA;London,STN
Marseille,MRS;London,STN
Milano,MXP;London,STN
Naples,NAP;London,STN
Nice,NCE;London,STN
Connaught,NOC;London,STN
Weeze,NRN;London,STN
Nuernberg,NUE;London,STN
Stockholm,NYO;London,STN
Oradea,OMR;London,STN
Porto,OPO;London,STN
Cork,ORK;London,STN
Oslo,OSL;London,STN
Ostrava,OSR;London,STN
Bucharest,OTP;London,STN
Ponta Delgada,PDL;London,STN
Plovdiv,PDV;London,STN
Pardubice,PED;London,STN
Perugia,PEG;London,STN
Paphos,PFO;London,STN
Poitiers,PIS;London,STN
Palanga,PLQ;London,STN
Palma de Mallorca,PMI;London,STN
